id,filename,city,lat,lon
51,51.jpg,Albuquerque,35.091368,-106.645155
52,52.jpg,Albuquerque,35.091429,-106.637365
53,53.jpg,Albuquerque,35.092094,-106.664766
54,54.jpg,Albuquerque,35.092192,-106.650967
55,55.jpg,Albuquerque,35.092357,-106.63592
56,56.jpg,Albuquerque,35.0927,-106.635363
57,57.jpg,Albuquerque,35.093184,-106.667041
58,58.jpg,Albuquerque,35.093257,-106.66268
59,59.jpg,Albuquerque,35.09332,-106.651
60,60.jpg,Albuquerque,35.093729,-106.665436
61,61.jpg,Albuquerque,35.093969,-106.656059
62,62.jpg,Albuquerque,35.094188,-106.674279
63,63.jpg,Albuquerque,35.0947,-106.650125
64,64.jpg,Albuquerque,35.09489,-106.63883
65,65.jpg,Albuquerque,35.095075,-106.669977
66,66.jpg,Albuquerque,35.096869,-106.650246
67,67.jpg,Albuquerque,35.097185,-106.630424
68,68.jpg,Albuquerque,35.097792,-106.651686
69,69.jpg,Albuquerque,35.097907,-106.645328
70,70.jpg,Albuquerque,35.097956,-106.658555
71,71.jpg,Albuquerque,35.098412,-106.639069
72,72.jpg,Albuquerque,35.098441,-106.662293
73,73.jpg,Albuquerque,35.098713,-106.648669
74,74.jpg,Albuquerque,35.098853,-106.662945
75,75.jpg,Albuquerque,35.098994,-106.629831
76,76.jpg,Albuquerque,35.099006,-106.652379
77,77.jpg,Albuquerque,35.099041,-106.637188
78,78.jpg,Albuquerque,35.099208,-106.666964
79,79.jpg,Albuquerque,35.099251,-106.63298
80,80.jpg,Albuquerque,35.099616,-106.643835
81,81.jpg,Albuquerque,35.099707,-106.63649
82,82.jpg,Albuquerque,35.099885,-106.65082
83,83.jpg,Albuquerque,35.099977,-106.636641
84,84.jpg,Albuquerque,35.100263,-106.667091
85,85.jpg,Albuquerque,35.10043,-106.657215
86,86.jpg,Albuquerque,35.100516,-106.662442
87,87.jpg,Albuquerque,35.101171,-106.67117
88,88.jpg,Albuquerque,35.101451,-106.672308
89,89.jpg,Albuquerque,35.10152,-106.671832
90,90.jpg,Albuquerque,35.101744,-106.656086
91,91.jpg,Albuquerque,35.10214,-106.673008
92,92.jpg,Albuquerque,35.102779,-106.656779
93,93.jpg,Albuquerque,35.103183,-106.65144
94,94.jpg,Albuquerque,35.103518,-106.648358
95,95.jpg,Albuquerque,35.103685,-106.632603
96,96.jpg,Albuquerque,35.103844,-106.631832
97,97.jpg,Albuquerque,35.104002,-106.66909
98,98.jpg,Albuquerque,35.104311,-106.667239
99,99.jpg,Albuquerque,35.105544,-106.668293
100,100.jpg,Albuquerque,35.105913,-106.647689
101,101.jpg,Albuquerque,35.106107,-106.65238
102,102.jpg,Albuquerque,35.106639,-106.644237
103,103.jpg,Albuquerque,35.107698,-106.657373
104,104.jpg,Albuquerque,35.108248,-106.637779
105,105.jpg,Albuquerque,35.108367,-106.667007
106,106.jpg,Albuquerque,35.108859,-106.631601
107,107.jpg,Albuquerque,35.109237,-106.671373
108,108.jpg,Albuquerque,35.109623,-106.642228
109,109.jpg,Albuquerque,35.109762,-106.631217
110,110.jpg,Albuquerque,35.110099,-106.658447
111,111.jpg,Albuquerque,35.110437,-106.637232
112,112.jpg,Albuquerque,35.110583,-106.631413
113,113.jpg,Albuquerque,35.110796,-106.662163
114,114.jpg,Albuquerque,35.111226,-106.651776
115,115.jpg,Albuquerque,35.111798,-106.637719
116,116.jpg,Albuquerque,35.112194,-106.637488
117,117.jpg,Albuquerque,35.112283,-106.628029
118,118.jpg,Albuquerque,35.112577,-106.670725
119,119.jpg,Albuquerque,35.112911,-106.649113
120,120.jpg,Albuquerque,35.112944,-106.661485
121,121.jpg,Albuquerque,35.113397,-106.654412
122,122.jpg,Albuquerque,35.113608,-106.637001
123,123.jpg,Albuquerque,35.113675,-106.672223
124,124.jpg,Albuquerque,35.114057,-106.631046
125,125.jpg,Albuquerque,35.114249,-106.649363
126,126.jpg,Albuquerque,35.11428,-106.649524
127,127.jpg,Albuquerque,35.11434,-106.656865
128,128.jpg,Albuquerque,35.114483,-106.642273
129,129.jpg,Albuquerque,35.114831,-106.631235
130,130.jpg,Albuquerque,35.114992,-106.661869
131,131.jpg,Albuquerque,35.115378,-106.663818
132,132.jpg,Albuquerque,35.115485,-106.672644
133,133.jpg,Albuquerque,35.115509,-106.651673
134,134.jpg,Albuquerque,35.115657,-106.653533
135,135.jpg,Albuquerque,35.115779,-106.630853
136,136.jpg,Albuquerque,35.116623,-106.659578
137,137.jpg,Albuquerque,35.117165,-106.658972
138,138.jpg,Albuquerque,35.117329,-106.652273
139,139.jpg,Albuquerque,35.117478,-106.647698
140,140.jpg,Albuquerque,35.117815,-106.6258
141,141.jpg,Albuquerque,35.118203,-106.662422
142,142.jpg,Albuquerque,35.118289,-106.659295
143,143.jpg,Albuquerque,35.118697,-106.632658
144,144.jpg,Albuquerque,35.118722,-106.673639
145,145.jpg,Albuquerque,35.119412,-106.627916
146,146.jpg,Albuquerque,35.119432,-106.637224
147,147.jpg,Albuquerque,35.119769,-106.662244
148,148.jpg,Albuquerque,35.12036,-106.626951
149,149.jpg,Albuquerque,35.120385,-106.667464
150,150.jpg,Albuquerque,35.120748,-106.643732
151,151.jpg,Albuquerque,35.120856,-106.637438
152,152.jpg,Albuquerque,35.121188,-106.648712
153,153.jpg,Albuquerque,35.121223,-106.640843
154,154.jpg,Albuquerque,35.121849,-106.668991
155,155.jpg,Albuquerque,35.122418,-106.630351
156,156.jpg,Albuquerque,35.122669,-106.663092
157,157.jpg,Albuquerque,35.122742,-106.671822
158,158.jpg,Albuquerque,35.122753,-106.673143
159,159.jpg,Albuquerque,35.122894,-106.625662
160,160.jpg,Albuquerque,35.123425,-106.631759
161,161.jpg,Albuquerque,35.123735,-106.665869
162,162.jpg,Albuquerque,35.123801,-106.633828
163,163.jpg,Albuquerque,35.123855,-106.642493
164,164.jpg,Albuquerque,35.12406,-106.639329
165,165.jpg,Albuquerque,35.124129,-106.649868
166,166.jpg,Albuquerque,35.124131,-106.642584
167,167.jpg,Albuquerque,35.124403,-106.656259
168,168.jpg,Albuquerque,35.124616,-106.646415
169,169.jpg,Albuquerque,35.124959,-106.674035
170,170.jpg,Atlanta,33.735279,-84.415244
171,171.jpg,Atlanta,33.735599,-84.397289
172,172.jpg,Atlanta,33.735847,-84.433674
173,173.jpg,Atlanta,33.735884,-84.418195
174,174.jpg,Atlanta,33.736197,-84.405794
175,175.jpg,Atlanta,33.736423,-84.435075
176,176.jpg,Atlanta,33.736621,-84.406469
177,177.jpg,Atlanta,33.736957,-84.440623
178,178.jpg,Atlanta,33.737027,-84.3954
179,179.jpg,Atlanta,33.737933,-84.431895
180,180.jpg,Atlanta,33.738108,-84.419705
181,181.jpg,Atlanta,33.73813,-84.414664
182,182.jpg,Atlanta,33.7382,-84.422705
183,183.jpg,Atlanta,33.738636,-84.444515
184,184.jpg,Atlanta,33.73884,-84.409854
185,185.jpg,Atlanta,33.738861,-84.436498
186,186.jpg,Atlanta,33.739454,-84.420287
187,187.jpg,Atlanta,33.739498,-84.413371
188,188.jpg,Atlanta,33.740969,-84.395203
189,189.jpg,Atlanta,33.741078,-84.425122
190,190.jpg,Atlanta,33.74145,-84.408617
191,191.jpg,Atlanta,33.741683,-84.443888
192,192.jpg,Atlanta,33.742008,-84.433671
193,193.jpg,Atlanta,33.742137,-84.412879
194,194.jpg,Atlanta,33.742217,-84.429164
195,195.jpg,Atlanta,33.743178,-84.43086
196,196.jpg,Atlanta,33.743321,-84.434576
197,197.jpg,Atlanta,33.743524,-84.427222
198,198.jpg,Atlanta,33.743624,-84.399899
199,199.jpg,Atlanta,33.743933,-84.411844
200,200.jpg,Atlanta,33.744082,-84.420212
201,201.jpg,Atlanta,33.744194,-84.431755
202,202.jpg,Atlanta,33.744422,-84.402162
203,203.jpg,Atlanta,33.74446,-84.396245
204,204.jpg,Atlanta,33.745332,-84.437194
205,205.jpg,Atlanta,33.745337,-84.44318
206,206.jpg,Atlanta,33.745607,-84.42486
207,207.jpg,Atlanta,33.745921,-84.427182
208,208.jpg,Atlanta,33.746585,-84.440624
209,209.jpg,Atlanta,33.746592,-84.395675
210,210.jpg,Atlanta,33.747869,-84.404694
211,211.jpg,Atlanta,33.748259,-84.440924
212,212.jpg,Atlanta,33.748669,-84.436577
213,213.jpg,Atlanta,33.748737,-84.435282
214,214.jpg,Atlanta,33.748765,-84.425129
215,215.jpg,Atlanta,33.749643,-84.403231
216,216.jpg,Atlanta,33.749644,-84.435662
217,217.jpg,Atlanta,33.749923,-84.398384
218,218.jpg,Atlanta,33.749972,-84.443018
219,219.jpg,Atlanta,33.750158,-84.422183
220,220.jpg,Atlanta,33.750262,-84.416732
221,221.jpg,Atlanta,33.750278,-84.404834
222,222.jpg,Atlanta,33.750348,-84.411884
223,223.jpg,Atlanta,33.750484,-84.406779
224,224.jpg,Atlanta,33.750688,-84.415642
225,225.jpg,Atlanta,33.750894,-84.426794
226,226.jpg,Atlanta,33.751034,-84.405866
227,227.jpg,Atlanta,33.751351,-84.416633
228,228.jpg,Atlanta,33.75141,-84.439788
229,229.jpg,Atlanta,33.751625,-84.402588
230,230.jpg,Atlanta,33.751649,-84.41139
231,231.jpg,Atlanta,33.75237,-84.444373
232,232.jpg,Atlanta,33.752522,-84.439549
233,233.jpg,Atlanta,33.752905,-84.414218
234,234.jpg,Atlanta,33.75343,-84.401026
235,235.jpg,Atlanta,33.753692,-84.423225
236,236.jpg,Atlanta,33.753826,-84.422238
237,237.jpg,Atlanta,33.754278,-84.410815
238,238.jpg,Atlanta,33.754677,-84.422966
239,239.jpg,Atlanta,33.754704,-84.431192
240,240.jpg,Atlanta,33.754845,-84.400448
241,241.jpg,Atlanta,33.755306,-84.397027
242,242.jpg,Atlanta,33.755401,-84.414038
243,243.jpg,Atlanta,33.755481,-84.442415
244,244.jpg,Atlanta,33.755738,-84.406686
245,245.jpg,Atlanta,33.755909,-84.433198
246,246.jpg,Atlanta,33.756062,-84.425992
247,247.jpg,Atlanta,33.756481,-84.423412
248,248.jpg,Atlanta,33.756773,-84.43337
249,249.jpg,Atlanta,33.756866,-84.410032
250,250.jpg,Atlanta,33.756871,-84.414617
251,251.jpg,Atlanta,33.758114,-84.409017
252,252.jpg,Atlanta,33.758215,-84.418583
253,253.jpg,Atlanta,33.758725,-84.400013
254,254.jpg,Atlanta,33.758958,-84.411094
255,255.jpg,Atlanta,33.75902,-84.42424
256,256.jpg,Atlanta,33.759246,-84.436588
257,257.jpg,Atlanta,33.759306,-84.415861
258,258.jpg,Atlanta,33.759474,-84.396114
259,259.jpg,Atlanta,33.759493,-84.439029
260,260.jpg,Atlanta,33.759548,-84.431082
261,261.jpg,Atlanta,33.759613,-84.405263
262,262.jpg,Atlanta,33.759693,-84.397179
263,263.jpg,Atlanta,33.759708,-84.425464
264,264.jpg,Atlanta,33.760369,-84.410596
265,265.jpg,Atlanta,33.760448,-84.425521
266,266.jpg,Atlanta,33.7607,-84.433605
267,267.jpg,Atlanta,33.760719,-84.437107
268,268.jpg,Atlanta,33.761613,-84.410342
269,269.jpg,Atlanta,33.76247,-84.396059
270,270.jpg,Atlanta,33.762999,-84.420072
271,271.jpg,Atlanta,33.763084,-84.42527
272,272.jpg,Atlanta,33.763131,-84.400894
273,273.jpg,Atlanta,33.763553,-84.427432
274,274.jpg,Atlanta,33.764171,-84.416923
275,275.jpg,Atlanta,33.765039,-84.407206
276,276.jpg,Atlanta,33.765311,-84.413331
277,277.jpg,Atlanta,33.765703,-84.401795
278,278.jpg,Atlanta,33.765743,-84.423871
279,279.jpg,Atlanta,33.76617,-84.39816
280,280.jpg,Atlanta,33.766353,-84.410057
281,281.jpg,Atlanta,33.766522,-84.433443
282,282.jpg,Atlanta,33.767151,-84.417949
283,283.jpg,Atlanta,33.767444,-84.420719
284,284.jpg,Atlanta,33.767927,-84.440425
285,285.jpg,Atlanta,33.767974,-84.431268
286,286.jpg,Atlanta,33.768775,-84.410104
287,287.jpg,Atlanta,33.769083,-84.395236
288,288.jpg,Atlanta,33.769272,-84.438649
289,289.jpg,Atlanta,33.769288,-84.419591
290,290.jpg,Atlanta,33.769294,-84.442068
291,291.jpg,Atlanta,33.769385,-84.442807
292,292.jpg,Atlanta,33.769546,-84.405472
293,293.jpg,Atlanta,33.769765,-84.410058
294,294.jpg,Atlanta,33.769851,-84.436657
295,295.jpg,Atlanta,33.771484,-84.412124
296,296.jpg,Atlanta,33.771548,-84.432559
297,297.jpg,Atlanta,33.77171,-84.416626
298,298.jpg,Atlanta,33.772116,-84.398251
299,299.jpg,Atlanta,33.772154,-84.431091
300,300.jpg,Atlanta,33.772283,-84.412769
301,301.jpg,Atlanta,33.772285,-84.412493
302,302.jpg,Atlanta,33.772328,-84.435186
303,303.jpg,Atlanta,33.772437,-84.395569
304,304.jpg,Atlanta,33.772632,-84.431163
305,305.jpg,Atlanta,33.77311,-84.400584
306,306.jpg,Atlanta,33.774056,-84.424418
307,307.jpg,Atlanta,33.774545,-84.408915
308,308.jpg,Atlanta,33.774607,-84.405934
309,309.jpg,Atlanta,33.774778,-84.438051
310,310.jpg,Atlanta,33.774817,-84.440453
311,311.jpg,Atlanta,33.774892,-84.418269
312,312.jpg,Atlanta,33.775638,-84.429525
313,313.jpg,Atlanta,33.775803,-84.430574
314,314.jpg,Atlanta,33.775961,-84.432051
315,315.jpg,Atlanta,33.776169,-84.412311
316,316.jpg,Atlanta,33.776208,-84.400934
317,317.jpg,Atlanta,33.776304,-84.425658
318,318.jpg,Atlanta,33.776619,-84.396129
319,319.jpg,Atlanta,33.777063,-84.435766
320,320.jpg,Atlanta,33.77767,-84.438604
321,321.jpg,Atlanta,33.777738,-84.427745
322,322.jpg,Atlanta,33.778429,-84.420718
323,323.jpg,Atlanta,33.778495,-84.397744
324,324.jpg,Atlanta,33.778979,-84.403411
325,325.jpg,Atlanta,33.779144,-84.429742
326,326.jpg,Atlanta,33.779223,-84.402158
327,327.jpg,Atlanta,33.779677,-84.398674
328,328.jpg,Atlanta,33.779878,-84.402934
329,329.jpg,Atlanta,33.780028,-84.402008
330,330.jpg,Atlanta,33.780072,-84.425762
331,331.jpg,Atlanta,33.780778,-84.411983
332,332.jpg,Atlanta,33.7811,-84.444506
333,333.jpg,Atlanta,33.781389,-84.397085
334,334.jpg,Atlanta,33.781574,-84.422781
335,335.jpg,Atlanta,33.78231,-84.410417
336,336.jpg,Atlanta,33.782351,-84.438665
337,337.jpg,Atlanta,33.78239,-84.425696
338,338.jpg,Atlanta,33.782692,-84.443185
339,339.jpg,Atlanta,33.783066,-84.425206
340,340.jpg,Atlanta,33.783266,-84.421354
341,341.jpg,Atlanta,33.783558,-84.422569
342,342.jpg,Atlanta,33.783708,-84.44463
343,343.jpg,Atlanta,33.783832,-84.434413
344,344.jpg,Atlanta,33.784627,-84.401059
345,345.jpg,Austin,30.275333,-97.734676
346,346.jpg,Austin,30.276142,-97.75522
347,347.jpg,Austin,30.27624,-97.74066
348,348.jpg,Austin,30.276972,-97.758011
349,349.jpg,Austin,30.277197,-97.727393
350,350.jpg,Austin,30.27725,-97.750924
351,351.jpg,Austin,30.278009,-97.734679
352,352.jpg,Austin,30.278186,-97.754939
353,353.jpg,Austin,30.278218,-97.773919
354,354.jpg,Austin,30.278537,-97.760427
355,355.jpg,Austin,30.278597,-97.75706
356,356.jpg,Austin,30.279582,-97.758061
357,357.jpg,Austin,30.279584,-97.757174
358,358.jpg,Austin,30.279926,-97.731107
359,359.jpg,Austin,30.280111,-97.77402
360,360.jpg,Austin,30.280548,-97.764029
361,361.jpg,Austin,30.280562,-97.72536
362,362.jpg,Austin,30.281179,-97.768403
363,363.jpg,Austin,30.281371,-97.730632
364,364.jpg,Austin,30.281523,-97.737681
365,365.jpg,Austin,30.281687,-97.741022
366,366.jpg,Austin,30.281809,-97.742226
367,367.jpg,Austin,30.282114,-97.73134
368,368.jpg,Austin,30.28225,-97.772716
369,369.jpg,Austin,30.282304,-97.747124
370,370.jpg,Austin,30.282641,-97.737825
371,371.jpg,Austin,30.282843,-97.737351
372,372.jpg,Austin,30.282887,-97.728529
373,373.jpg,Austin,30.282936,-97.755104
374,374.jpg,Austin,30.282941,-97.770231
375,375.jpg,Austin,30.283434,-97.773088
376,376.jpg,Austin,30.283458,-97.740008
377,377.jpg,Austin,30.283607,-97.774751
378,378.jpg,Austin,30.283653,-97.755189
379,379.jpg,Austin,30.2841,-97.751106
380,380.jpg,Austin,30.284479,-97.748304
381,381.jpg,Austin,30.284495,-97.728921
382,382.jpg,Austin,30.284854,-97.740756
383,383.jpg,Austin,30.285039,-97.762116
384,384.jpg,Austin,30.285649,-97.752026
385,385.jpg,Austin,30.285838,-97.746006
386,386.jpg,Austin,30.286057,-97.77418
387,387.jpg,Austin,30.286582,-97.730155
388,388.jpg,Austin,30.28671,-97.757381
389,389.jpg,Austin,30.287441,-97.766424
390,390.jpg,Austin,30.288005,-97.770249
391,391.jpg,Austin,30.288081,-97.754541
392,392.jpg,Austin,30.2883,-97.747861
393,393.jpg,Austin,30.288309,-97.753873
394,394.jpg,Austin,30.288601,-97.748036
395,395.jpg,Austin,30.288614,-97.739006
396,396.jpg,Austin,30.288933,-97.742752
397,397.jpg,Austin,30.28898,-97.748561
398,398.jpg,Austin,30.289089,-97.725447
399,399.jpg,Austin,30.28959,-97.751455
400,400.jpg,Austin,30.289627,-97.729933
401,401.jpg,Austin,30.289865,-97.728435
402,402.jpg,Austin,30.290052,-97.76516
403,403.jpg,Austin,30.290443,-97.725479
404,404.jpg,Austin,30.290565,-97.747033
405,405.jpg,Austin,30.291023,-97.765025
406,406.jpg,Austin,30.291086,-97.734982
407,407.jpg,Austin,30.291649,-97.762491
408,408.jpg,Austin,30.291994,-97.748807
409,409.jpg,Austin,30.292215,-97.768892
410,410.jpg,Austin,30.292327,-97.729371
411,411.jpg,Austin,30.292422,-97.756995
412,412.jpg,Austin,30.2928,-97.759276
413,413.jpg,Austin,30.292801,-97.752936
414,414.jpg,Austin,30.292826,-97.732122
415,415.jpg,Austin,30.292932,-97.768911
416,416.jpg,Austin,30.29406,-97.769973
417,417.jpg,Austin,30.29422,-97.751579
418,418.jpg,Austin,30.294251,-97.729273
419,419.jpg,Austin,30.294353,-97.733497
420,420.jpg,Austin,30.294434,-97.771421
421,421.jpg,Austin,30.294546,-97.731423
422,422.jpg,Austin,30.294568,-97.772389
423,423.jpg,Austin,30.294631,-97.746043
424,424.jpg,Austin,30.295053,-97.754069
425,425.jpg,Austin,30.295289,-97.761867
426,426.jpg,Austin,30.295364,-97.726881
427,427.jpg,Austin,30.295605,-97.7279
428,428.jpg,Austin,30.295772,-97.73358
429,429.jpg,Austin,30.295862,-97.773149
430,430.jpg,Austin,30.295929,-97.766776
431,431.jpg,Austin,30.295933,-97.766296
432,432.jpg,Austin,30.295998,-97.749235
433,433.jpg,Austin,30.296057,-97.730211
434,434.jpg,Austin,30.296358,-97.764707
435,435.jpg,Austin,30.296477,-97.751441
436,436.jpg,Austin,30.296635,-97.729846
437,437.jpg,Austin,30.296641,-97.739586
438,438.jpg,Austin,30.296832,-97.755253
439,439.jpg,Austin,30.297009,-97.755503
440,440.jpg,Austin,30.297394,-97.769988
441,441.jpg,Austin,30.297896,-97.772176
442,442.jpg,Austin,30.297931,-97.767051
443,443.jpg,Austin,30.297946,-97.725955
444,444.jpg,Austin,30.298569,-97.760781
445,445.jpg,Austin,30.298788,-97.763046
446,446.jpg,Austin,30.298952,-97.742676
447,447.jpg,Austin,30.299513,-97.759145
448,448.jpg,Austin,30.299605,-97.751876
449,449.jpg,Austin,30.300152,-97.736841
450,450.jpg,Austin,30.30065,-97.772319
451,451.jpg,Austin,30.300721,-97.74183
452,452.jpg,Austin,30.300808,-97.747207
453,453.jpg,Austin,30.300944,-97.745453
454,454.jpg,Austin,30.301341,-97.746339
455,455.jpg,Austin,30.301871,-97.763156
456,456.jpg,Austin,30.302192,-97.747233
457,457.jpg,Austin,30.302236,-97.75142
458,458.jpg,Austin,30.302415,-97.728672
459,459.jpg,Austin,30.302969,-97.759
460,460.jpg,Austin,30.303009,-97.737097
461,461.jpg,Austin,30.303213,-97.756523
462,462.jpg,Austin,30.303534,-97.738467
463,463.jpg,Austin,30.303631,-97.739579
464,464.jpg,Austin,30.304012,-97.762027
465,465.jpg,Austin,30.304703,-97.748363
466,466.jpg,Austin,30.305156,-97.743572
467,467.jpg,Austin,30.305983,-97.730487
468,468.jpg,Austin,30.306381,-97.739395
469,469.jpg,Austin,30.306466,-97.752782
470,470.jpg,Austin,30.306618,-97.74995
471,471.jpg,Austin,30.306738,-97.733124
472,472.jpg,Austin,30.307027,-97.758783
473,473.jpg,Austin,30.307264,-97.74454
474,474.jpg,Austin,30.307308,-97.771327
475,475.jpg,Austin,30.307346,-97.764052
476,476.jpg,Austin,30.3075,-97.77232
477,477.jpg,Austin,30.308673,-97.728868
478,478.jpg,Austin,30.309109,-97.751051
479,479.jpg,Austin,30.309329,-97.744527
480,480.jpg,Austin,30.30956,-97.767525
481,481.jpg,Austin,30.309764,-97.772683
482,482.jpg,Austin,30.309787,-97.746042
483,483.jpg,Austin,30.310295,-97.757299
484,484.jpg,Austin,30.310656,-97.774138
485,485.jpg,Austin,30.311467,-97.732917
486,486.jpg,Austin,30.312072,-97.766728
487,487.jpg,Austin,30.312361,-97.743447
488,488.jpg,Austin,30.312529,-97.7335
489,489.jpg,Austin,30.312609,-97.740422
490,490.jpg,Austin,30.312708,-97.769844
491,491.jpg,Austin,30.313065,-97.745497
492,492.jpg,Austin,30.314811,-97.737088
493,493.jpg,Austin,30.315291,-97.744564
494,494.jpg,Austin,30.315592,-97.766704
495,495.jpg,Austin,30.315807,-97.742573
496,496.jpg,Austin,30.317348,-97.729445
497,497.jpg,Austin,30.317427,-97.738247
498,498.jpg,Austin,30.317438,-97.737293
499,499.jpg,Austin,30.31788,-97.768437
500,500.jpg,Austin,30.318092,-97.76376
501,501.jpg,Austin,30.318475,-97.749636
502,502.jpg,Austin,30.318606,-97.765023
503,503.jpg,Austin,30.318786,-97.726618
504,504.jpg,Austin,30.319301,-97.725145
505,505.jpg,Austin,30.319597,-97.742908
506,506.jpg,Austin,30.319719,-97.743675
507,507.jpg,Austin,30.319917,-97.772004
508,508.jpg,Austin,30.320206,-97.772831
509,509.jpg,Austin,30.320716,-97.737888
510,510.jpg,Austin,30.321046,-97.743386
511,511.jpg,Austin,30.321461,-97.726151
512,512.jpg,Austin,30.321687,-97.766849
513,513.jpg,Austin,30.321946,-97.751145
514,514.jpg,Austin,30.322185,-97.730941
515,515.jpg,Austin,30.322265,-97.7299
516,516.jpg,Austin,30.322455,-97.729464
517,517.jpg,Austin,30.322456,-97.732823
518,518.jpg,Austin,30.323339,-97.735438
519,519.jpg,Austin,30.323422,-97.72917
520,520.jpg,Austin,30.324091,-97.727051
521,521.jpg,Austin,30.324321,-97.748512
522,522.jpg,Bakersfield,35.325429,-119.052823
523,523.jpg,Bakersfield,35.326088,-119.033871
524,524.jpg,Bakersfield,35.326093,-119.02797
525,525.jpg,Bakersfield,35.327208,-119.061643
526,526.jpg,Bakersfield,35.327257,-119.029971
527,527.jpg,Bakersfield,35.328095,-119.031598
528,528.jpg,Bakersfield,35.329459,-119.030353
529,529.jpg,Bakersfield,35.329563,-119.058235
530,530.jpg,Bakersfield,35.329757,-119.056543
531,531.jpg,Bakersfield,35.329763,-119.032539
532,532.jpg,Bakersfield,35.329773,-119.040883
533,533.jpg,Bakersfield,35.330539,-119.027597
534,534.jpg,Bakersfield,35.33059,-119.04642
535,535.jpg,Bakersfield,35.331684,-119.046335
536,536.jpg,Bakersfield,35.331728,-119.026818
537,537.jpg,Bakersfield,35.331793,-119.033578
538,538.jpg,Bakersfield,35.332405,-119.017481
539,539.jpg,Bakersfield,35.33274,-119.051865
540,540.jpg,Bakersfield,35.332889,-119.038517
541,541.jpg,Bakersfield,35.333283,-119.03222
542,542.jpg,Bakersfield,35.333765,-119.047949
543,543.jpg,Bakersfield,35.334559,-119.0479
544,544.jpg,Bakersfield,35.334681,-119.053455
545,545.jpg,Bakersfield,35.335225,-119.028435
546,546.jpg,Bakersfield,35.335467,-119.059525
547,547.jpg,Bakersfield,35.335772,-119.031134
548,548.jpg,Bakersfield,35.336051,-119.056352
549,549.jpg,Bakersfield,35.336281,-119.035622
550,550.jpg,Bakersfield,35.336543,-119.064501
551,551.jpg,Bakersfield,35.336795,-119.026795
552,552.jpg,Bakersfield,35.337423,-119.03514
553,553.jpg,Bakersfield,35.337428,-119.040379
554,554.jpg,Bakersfield,35.338354,-119.034738
555,555.jpg,Bakersfield,35.338398,-119.062051
556,556.jpg,Bakersfield,35.338795,-119.024481
557,557.jpg,Bakersfield,35.338827,-119.051236
558,558.jpg,Bakersfield,35.338998,-119.037197
559,559.jpg,Bakersfield,35.339166,-119.044072
560,560.jpg,Bakersfield,35.339346,-119.028533
561,561.jpg,Bakersfield,35.339354,-119.052966
562,562.jpg,Bakersfield,35.339691,-119.022061
563,563.jpg,Bakersfield,35.33981,-119.032352
